,ScripCode,TradingSymbol,BuySell,RIC,Series,venue,trade_volume,execution_price,position,trader_id,trade_time,arrival_time,signal_time,Exch Time,TOMReceiptTime,BasketId,currency,broker_id,order_id,arrival_price,trade_price,signal_price,Date-Time,Type,Price,Bid Price,Bid Size,Ask Price,Ask Size,High,Low,Market VWAP,market_high,market_low,market_vwap,market_mid,market_spread,best_ask,best_bid,trades_vwap,trades_twap,slippage,best_price,worst_price,sippage_to_market_vwap,market_impact
2896,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,95.0,127.39,1.0,ABC2997,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903253.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.30803343166185,127.30361702127671,43.8333243095302,127.21,127.44,,
2897,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,200.0,127.39,1.0,ABC2998,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903254.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.30961427193839,127.30452631578957,43.956952908758964,127.21,127.44,,
2898,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,91.0,127.39,1.0,ABC2999,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903255.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.31031354555024,127.30541666666676,44.011638173349546,127.21,127.44,,
2899,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,386.0,127.39,1.0,ABC3000,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903256.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.31314925785942,127.30628865979389,44.233393105281074,127.21,127.44,,
2900,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,386.0,127.39,1.0,ABC3001,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903257.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.31579008279188,127.30714285714294,44.43989880783458,127.21,127.44,,
2901,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,386.0,127.39,1.0,ABC3002,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903258.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.31825544366995,127.30797979797987,44.63267594185429,127.21,127.44,,
2902,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,386.0,127.39,1.0,ABC3003,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903259.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.32056226572271,127.30880000000006,44.81304948464878,127.21,127.44,,
2903,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,379.0,127.39,1.0,ABC3004,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903260.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.3226873385014,127.3096039603961,44.979206021535155,127.21,127.44,,
2904,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,24.0,127.39,1.0,ABC3005,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903261.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.32281753707296,127.3103921568628,44.98938588962465,127.21,127.44,,
2905,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,24.0,127.39,1.0,ABC3006,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903262.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.32294723294736,127.31116504854374,44.99952643250588,127.21,127.44,,
2906,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,24.0,127.39,1.0,ABC3007,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903263.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.32307642903032,127.31192307692312,45.00962787761059,127.21,127.44,,
2907,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,24.0,127.39,1.0,ABC3008,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903264.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.32320512820526,127.3126666666667,45.019690450620004,127.21,127.44,,
2908,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,24.0,127.39,1.0,ABC3009,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903265.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.32333333333348,127.31339622641512,45.029714375485966,127.21,127.44,,
2909,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,112.0,127.39,1.0,ABC3010,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903266.0,,127.39,126.75,,,,,,,,,,,,,,,,,,127.32392517438188,127.31411214953273,45.07598816136406,127.21,127.44,,
2910,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,813.0,127.36,1.0,ABC3011,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903267.0,,127.36,126.75,,,,,,,,,,,,,,,,,,127.32610916672884,127.31453703703707,45.246742439482496,127.21,127.44,,
2911,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,76.0,127.42,1.0,ABC3012,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903268.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.32663754165137,127.31550458715598,45.288052271288045,127.21,127.44,,
2912,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,237.0,127.42,1.0,ABC3013,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903269.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.32824770775736,127.31645454545458,45.41393745436165,127.21,127.44,,
2913,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,136.0,127.44,1.0,ABC3014,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903270.0,,127.44,126.75,,,,,,,,,,,,,,,,,,127.32934284479045,127.3175675675676,45.49955507872546,127.21,127.44,,
2914,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,60.0,127.37,1.0,ABC3015,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903271.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.32951786483008,127.31803571428576,45.513237978744456,127.21,127.44,,
2915,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,60.0,127.37,1.0,ABC3016,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903272.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.32969138448361,127.31849557522129,45.5268035428735,127.21,127.44,,
2916,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,60.0,127.37,1.0,ABC3017,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903273.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.32986342296213,127.3189473684211,45.54025327396715,127.21,127.44,,
2917,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,60.0,127.37,1.0,ABC3018,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903274.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33003399915013,127.31939130434789,45.55358864932081,127.21,127.44,,
2918,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,2.0,127.37,1.0,ABC3019,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903275.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33003966005677,127.31982758620697,45.55403120939472,127.21,127.44,,
2919,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,30.0,127.37,1.0,ABC3020,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903276.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33012438162555,127.32025641025648,45.5606545931614,127.21,127.44,,
2920,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,2.0,127.37,1.0,ABC3021,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903277.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33013001695885,127.32067796610177,45.56109515332945,127.21,127.44,,
2921,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,10.0,127.37,1.0,ABC3022,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903278.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33015816975015,127.32109243697488,45.56329608706771,127.21,127.44,,
2922,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,16.0,127.37,1.0,ABC3023,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903279.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33020313161246,127.32150000000009,45.566811121219054,127.21,127.44,,
2923,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,28.0,127.37,1.0,ABC3024,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903280.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33028157116722,127.32190082644638,45.57294337269565,127.21,127.44,,
2924,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,32.0,127.37,1.0,ABC3025,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903281.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33037083860104,127.32229508196731,45.57992211745747,127.21,127.44,,
2925,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,60.0,127.37,1.0,ABC3026,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903282.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33053713806139,127.32268292682937,45.59292304185645,127.21,127.44,,
2926,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,60.0,127.37,1.0,ABC3027,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903283.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33070204763906,127.32306451612915,45.60581527476405,127.21,127.44,,
2927,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,60.0,127.37,1.0,ABC3028,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903284.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33086558468592,127.32344000000012,45.618600173545396,127.21,127.44,,
2928,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,54.0,127.37,1.0,ABC3029,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903285.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33101160862365,127.32380952380964,45.63001591548692,127.21,127.44,,
2929,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,22.0,127.44,1.0,ABC3030,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903286.0,,127.44,126.75,,,,,,,,,,,,,,,,,,127.33117703877477,127.32472440944895,45.64294874913385,127.21,127.44,,
2930,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,3.0,127.42,1.0,ABC3031,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903287.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.33119541974212,127.32546875000013,45.64438571602416,127.21,127.44,,
2931,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3032,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903288.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33130751771108,127.3258139534885,45.65314917780335,127.21,127.44,,
2932,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3033,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903289.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33141896989243,127.32615384615397,45.66186213866839,127.21,127.44,,
2933,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3034,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903290.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33152978185062,127.32648854961843,45.670525033895316,127.21,127.44,,
2934,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3035,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903291.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33163995908637,127.32681818181828,45.6791382937708,127.21,127.44,,
2935,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3036,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903292.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33174950703759,127.32714285714296,45.68770234366665,127.21,127.44,,
2936,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3037,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903293.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33185843108019,127.32746268656726,45.69621760410651,127.21,127.44,,
2937,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3038,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903294.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33196673652908,127.32777777777785,45.704684490837096,127.21,127.44,,
2938,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3039,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903295.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33207442863896,127.32808823529419,45.71310341489603,127.21,127.44,,
2939,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3040,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903296.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33218151260516,127.32839416058401,45.72147478267524,127.21,127.44,,
2940,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,42.0,127.37,1.0,ABC3041,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903297.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33228799356452,127.32869565217398,45.7297989959899,127.21,127.44,,
2941,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,219.0,127.42,1.0,ABC3042,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903298.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.33355708245256,127.32935251798565,45.82900971459437,127.21,127.44,,
2942,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3043,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903299.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33356671070025,127.3296428571429,45.82976239298374,127.21,127.44,,
2943,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3044,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903300.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33357633386171,127.32992907801422,45.83051467364811,127.21,127.44,,
2944,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3045,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903301.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33358595194096,127.33021126760566,45.831266556902094,127.21,127.44,,
2945,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3046,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903302.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33359556494204,127.33048951048953,45.832018043062455,127.21,127.44,,
2946,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3047,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903303.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33360517286894,127.3307638888889,45.83276913244045,127.21,127.44,,
2947,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3048,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903304.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.3336147757257,127.33103448275862,45.833519825352845,127.21,127.44,,
2948,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3049,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903305.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33362437351633,127.33130136986301,45.83427012211201,127.21,127.44,,
2949,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,4.0,127.37,1.0,ABC3050,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903306.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.33363396624483,127.33156462585032,45.83502002303251,127.21,127.44,,
2950,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,3.0,127.37,1.0,ABC3051,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903307.0,,127.37,126.75,,,,,,,,,,,,,,,,,,127.3336411574716,127.3318243243243,45.835582189142265,127.21,127.44,,
2951,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,5.0,127.41,1.0,ABC3052,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903308.0,,127.41,126.75,,,,,,,,,,,,,,,,,,127.33366631523471,127.33234899328856,45.837548868635416,127.21,127.44,,
2952,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,83.0,127.42,1.0,ABC3053,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903309.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.33413591978517,127.3329333333333,45.87425952716625,127.21,127.44,,
2953,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,16.0,127.42,1.0,ABC3054,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903310.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.33422585924725,127.33350993377479,45.88129038402027,127.21,127.44,,
2954,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,16.0,127.42,1.0,ABC3055,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903311.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.33431561048995,127.33407894736837,45.88830651725869,127.21,127.44,,
2955,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,16.0,127.42,1.0,ABC3056,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903312.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.33440517410347,127.33464052287574,45.89530797308182,127.21,127.44,,
2956,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,21.0,127.42,1.0,ABC3057,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903313.0,,127.42,126.75,,,,,,,,,,,,,,,,,,127.33452244258885,127.33519480519473,45.904475186797185,127.21,127.44,,
2957,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,37.0,127.35,1.0,ABC3058,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903314.0,,127.35,126.75,,,,,,,,,,,,,,,,,,127.334559713635,127.33529032258056,45.90738876779636,127.21,127.44,,
2958,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,85.0,127.35,1.0,ABC3059,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903315.0,,127.35,126.75,,,,,,,,,,,,,,,,,,127.3346446601943,127.33538461538453,45.91402926944862,127.21,127.44,,
2959,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,37.0,127.35,1.0,ABC3060,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903316.0,,127.35,126.75,,,,,,,,,,,,,,,,,,127.33468134564485,127.33547770700626,45.91689706732442,127.21,127.44,,
2960,3499.0,TATASTEEL-EQ,Buy,TATASTEEL,EQ,TATASTEEL-EQ,122.0,127.35,1.0,ABC3061,2025-09-04 09:54:00,2025-09-04 09:54:00.100,2025-09-04 09:54:00,09/04/25 09:54,09/04/25 09:54,2025040900466.0,INR,1.0,2025040903317.0,,127.35,126.75,,,,,,,,,,,,,,,,,,127.33480107630224,127.33556962025305,45.92625671530392,127.21,127.44,,
